booking_id,customer_id,status,no_of_rooms,hotel_id,amount,discount,date_of_booking,check_in,check_out,discount_percent
981,55090,Stayed,1,677,1949,495,2017-01-31,2017-01-31,2017-02-01,25
982,92590,Cancelled,1,677,3119,660,2017-01-04,2017-01-28,2017-01-29,21
983,56694,Cancelled,1,677,2339,495,2017-01-27,2017-01-27,2017-01-28,21
984,4675,Stayed,1,677,2404,508,2017-01-05,2017-01-13,2017-01-14,21
985,199293,Stayed,1,677,2274,578,2017-01-07,2017-01-07,2017-01-08,25
986,106210,Stayed,1,594,2673,589,2017-01-29,2017-02-01,2017-02-02,22
987,133740,Stayed,1,594,8206,0,2017-01-30,2017-01-30,2017-02-02,0
988,164983,Stayed,1,594,2785,590,2017-01-28,2017-01-28,2017-01-29,21
989,87768,Stayed,1,594,9887,2510,2017-01-16,2017-01-17,2017-01-20,25
990,87768,Stayed,1,594,5330,1128,2017-01-14,2017-01-15,2017-01-17,21
991,87768,Cancelled,1,594,13151,3339,2017-01-16,2017-01-17,2017-01-21,25
992,72674,Stayed,1,594,11384,2987,2017-01-11,2017-01-11,2017-01-14,26
993,72656,Cancelled,1,614,11695,2969,2017-01-05,2017-01-09,2017-01-13,25
994,170174,Cancelled,1,751,5069,1073,2017-01-28,2017-02-05,2017-02-06,21
995,43500,Stayed,1,751,5004,1058,2017-01-10,2017-01-16,2017-01-17,21
996,162418,Stayed,1,751,4029,853,2017-01-11,2017-01-12,2017-01-13,21
997,195264,Cancelled,1,751,4289,908,2017-01-11,2017-01-12,2017-01-13,21
998,158173,Stayed,1,754,4744,1205,2017-01-03,2017-01-03,2017-01-04,25
999,72656,Stayed,1,509,12215,3101,2017-01-05,2017-01-09,2017-01-13,25
1000,71428,Stayed,1,736,3899,825,2017-01-28,2017-01-28,2017-01-29,21
1001,32661,Stayed,1,252,2506,530,2017-02-19,2017-02-19,2017-02-20,21
1002,77901,Stayed,1,252,2573,545,2017-02-14,2017-02-17,2017-02-18,21
1003,36635,Stayed,1,252,2616,553,2017-02-15,2017-02-16,2017-02-17,21
1004,36635,Stayed,1,252,5478,1159,2017-02-11,2017-02-14,2017-02-16,21
1005,193104,Stayed,1,252,5502,1164,2017-02-12,2017-02-12,2017-02-14,21
1006,77745,Cancelled,1,571,14750,3121,2017-02-28,2017-03-11,2017-03-14,21
1007,170174,Stayed,1,571,3769,798,2017-02-16,2017-02-16,2017-02-17,21
1008,170174,Stayed,1,571,8382,1844,2017-02-11,2017-02-14,2017-02-16,22
1009,164004,Stayed,1,571,4614,976,2017-02-12,2017-02-12,2017-02-13,21
1010,122584,Stayed,1,571,12539,2652,2017-02-07,2017-02-08,2017-02-11,21
1011,66762,Cancelled,1,109,3184,673,2017-02-26,2017-03-04,2017-03-05,21
1012,145104,Stayed,1,109,2859,605,2017-02-18,2017-02-18,2017-02-19,21
1013,66762,Stayed,1,109,2664,563,2017-02-13,2017-02-15,2017-02-16,21
1014,106508,Stayed,1,109,2664,563,2017-02-13,2017-02-13,2017-02-14,21
1015,73210,Stayed,1,109,4354,921,2017-02-11,2017-02-11,2017-02-12,21
1016,66762,Cancelled,1,109,3639,770,2017-02-02,2017-02-11,2017-02-12,21
1017,52850,Stayed,1,109,14149,2993,2017-02-05,2017-02-06,2017-02-10,21
1018,20855,Stayed,1,109,2534,558,2017-02-06,2017-02-06,2017-02-07,22
1019,20855,Cancelled,1,109,2534,536,2017-02-06,2017-02-06,2017-02-07,21
1020,161206,Stayed,1,109,2924,618,2017-02-27,2017-02-28,2017-03-01,21
1021,106508,Stayed,1,109,2664,563,2017-02-26,2017-02-26,2017-02-27,21
1022,86029,Stayed,1,109,3769,798,2017-02-25,2017-02-25,2017-02-26,21
1023,193036,Cancelled,1,88,5580,1180,2017-02-20,2017-03-06,2017-03-08,21
1024,9197,Cancelled,1,88,6388,1352,2017-02-24,2017-03-03,2017-03-05,21
1025,193036,Cancelled,1,88,11575,2449,2017-02-23,2017-03-04,2017-03-08,21
1026,47963,Stayed,1,88,2349,497,2017-02-21,2017-02-21,2017-02-22,21
1027,47963,Stayed,1,88,1837,388,2017-02-20,2017-02-20,2017-02-21,21
1028,193036,Stayed,1,88,15087,3191,2017-02-07,2017-02-08,2017-02-13,21
1029,27876,Stayed,1,88,2283,483,2017-02-10,2017-02-10,2017-02-11,21
1030,151259,Cancelled,1,88,2913,739,2017-02-07,2017-02-07,2017-02-08,25
1031,24582,Stayed,1,88,4966,1051,2017-02-03,2017-02-04,2017-02-06,21
1032,144909,Cancelled,1,755,4289,908,2017-02-09,2017-02-11,2017-02-12,21
1033,154812,Cancelled,1,859,1494,316,2017-02-09,2017-02-09,2017-02-10,21
1034,105919,Cancelled,2,232,5533,1218,2017-02-18,2017-02-19,2017-02-20,22
1035,123102,Stayed,1,232,1836,388,2017-02-05,2017-02-05,2017-02-06,21
1036,187153,Stayed,1,232,5962,1514,2017-02-02,2017-02-03,2017-02-05,25
1037,98294,Cancelled,1,195,2404,508,2017-02-10,2017-02-10,2017-02-11,21
1038,192119,Stayed,1,195,1819,385,2017-02-02,2017-02-04,2017-02-05,21
1039,192914,Stayed,1,468,3249,825,2017-02-16,2017-02-16,2017-02-17,25
1040,135672,Cancelled,1,468,3184,673,2017-02-12,2017-02-12,2017-02-13,21
1041,46097,Stayed,1,194,5132,1302,2017-02-02,2017-02-03,2017-02-05,25
1042,19943,Stayed,1,684,3574,756,2017-02-26,2017-03-03,2017-03-04,21
1043,66598,Stayed,1,160,3184,673,2017-02-27,2017-02-27,2017-02-28,21
1044,125092,Stayed,1,160,2664,563,2017-02-26,2017-02-27,2017-02-28,21
1045,67529,Stayed,1,486,2664,677,2017-02-28,2017-03-04,2017-03-05,25
1046,46444,Cancelled,1,486,11435,2516,2017-02-03,2017-03-04,2017-03-08,22
1047,141430,Cancelled,1,486,2209,561,2017-02-27,2017-02-27,2017-02-28,25
1048,130739,Stayed,1,486,2599,572,2017-02-15,2017-02-16,2017-02-17,22
1049,83896,Stayed,1,486,5132,1086,2017-02-14,2017-02-14,2017-02-16,21
1050,130739,Stayed,1,486,2144,472,2017-02-05,2017-02-06,2017-02-07,22
1051,105620,Stayed,1,128,2924,618,2017-02-21,2017-02-22,2017-02-23,21
1052,105620,Cancelled,1,128,2924,618,2017-02-21,2017-02-22,2017-02-23,21
1053,105620,Stayed,1,128,2924,618,2017-02-21,2017-02-21,2017-02-22,21
1054,42849,Cancelled,1,812,2144,453,2017-02-18,2017-02-18,2017-02-19,21
1055,153697,Stayed,1,812,2209,468,2017-02-09,2017-02-10,2017-02-11,21
1056,112514,Cancelled,1,250,10785,2373,2017-02-08,2017-02-16,2017-02-20,22
1057,122584,Cancelled,1,846,7017,1485,2017-02-28,2017-03-06,2017-03-08,21
1058,192208,Cancelled,1,846,2924,618,2017-02-07,2017-02-07,2017-02-08,21
1059,138055,Cancelled,1,107,3314,701,2017-02-20,2017-02-20,2017-02-21,21
1060,59986,Stayed,1,383,3054,646,2017-02-03,2017-02-03,2017-02-04,21
1061,37827,Cancelled,2,274,12475,2639,2017-02-23,2017-04-24,2017-04-26,21
1062,75173,Stayed,1,56,2729,578,2017-02-12,2017-02-13,2017-02-14,21
1063,32581,"No Show",1,56,3448,759,2017-02-15,2017-02-15,2017-02-17,22
1064,166201,Stayed,1,583,6757,1430,2017-02-28,2017-06-01,2017-06-03,21
1065,65516,"No Show",1,583,2144,545,2017-02-12,2017-02-12,2017-02-13,25
1066,62006,Stayed,1,245,2327,493,2017-02-28,2017-03-02,2017-03-03,21
1067,62006,Stayed,1,245,4675,989,2017-02-27,2017-02-28,2017-03-02,21
1068,62006,Cancelled,1,245,6868,1453,2017-02-27,2017-02-27,2017-03-02,21
1069,40906,Stayed,1,245,2573,567,2017-02-25,2017-02-25,2017-02-26,22
1070,186686,"No Show",1,245,3032,641,2017-02-11,2017-02-11,2017-02-12,21
1071,14874,Stayed,2,432,12735,2694,2017-02-04,2017-02-04,2017-02-06,21
1072,124252,Stayed,1,944,3045,645,2017-02-26,2017-03-07,2017-03-08,21
1073,169265,Cancelled,1,944,1990,438,2017-02-08,2017-02-12,2017-02-13,22
1074,43860,Stayed,1,944,2558,541,2017-02-07,2017-02-07,2017-02-08,21
1075,100305,Stayed,1,295,5392,1141,2017-02-28,2017-03-01,2017-03-03,21
1076,124252,Cancelled,1,295,3119,660,2017-02-25,2017-03-07,2017-03-08,21
1077,193154,Cancelled,1,295,8771,1929,2017-02-20,2017-02-21,2017-02-24,22
1078,99071,Stayed,1,295,5652,1196,2017-02-02,2017-02-09,2017-02-11,21
1079,33824,"No Show",1,295,2534,536,2017-02-08,2017-02-08,2017-02-09,21
1080,77745,Cancelled,1,86,7773,1645,2017-02-03,2017-03-11,2017-03-14,21
1081,57801,Stayed,1,86,1945,411,2017-02-27,2017-02-28,2017-03-01,21
1082,75795,Stayed,1,86,3656,773,2017-02-26,2017-02-26,2017-02-28,21
1083,57801,Stayed,1,86,1777,376,2017-02-26,2017-02-27,2017-02-28,21
1084,57801,Stayed,1,86,2015,427,2017-02-24,2017-02-26,2017-02-27,21
1085,172023,Stayed,1,86,4347,920,2017-02-23,2017-02-24,2017-02-26,21
1086,57801,Stayed,1,86,2025,429,2017-02-23,2017-02-24,2017-02-25,21
1087,95960,Stayed,1,86,2553,540,2017-02-07,2017-02-24,2017-02-25,21
1088,57801,Stayed,1,86,1867,395,2017-02-22,2017-02-23,2017-02-24,21
1089,57801,Stayed,1,86,1633,345,2017-02-27,2017-03-01,2017-03-02,21
1090,57801,Stayed,1,86,1749,370,2017-02-21,2017-02-22,2017-02-23,21
1091,38832,Stayed,1,86,1386,294,2017-02-22,2017-02-22,2017-02-23,21
1092,37423,Stayed,1,86,9012,1906,2017-02-10,2017-02-19,2017-02-23,21
1093,57801,Stayed,1,86,1894,400,2017-02-20,2017-02-21,2017-02-22,21
1094,57801,Stayed,1,86,1730,366,2017-02-19,2017-02-20,2017-02-21,21
1095,37423,Stayed,1,86,5200,1100,2017-02-14,2017-02-17,2017-02-19,21
1096,57801,Cancelled,1,86,2094,443,2017-02-24,2017-02-26,2017-02-27,21
1097,57801,Cancelled,1,86,9246,1956,2017-02-15,2017-02-16,2017-02-20,21
1098,128997,Stayed,1,86,3819,809,2017-02-01,2017-02-04,2017-02-06,21
1099,67744,Stayed,1,86,1664,352,2017-02-14,2017-02-14,2017-02-15,21
1100,31412,Stayed,1,86,2029,429,2017-02-03,2017-02-03,2017-02-04,21
1101,71800,Stayed,1,86,1386,294,2017-02-01,2017-02-02,2017-02-03,21
1102,160269,Stayed,1,86,1594,338,2017-02-01,2017-02-01,2017-02-02,21
1103,152224,Cancelled,1,86,1594,338,2017-02-01,2017-02-01,2017-02-02,21
1104,167471,Stayed,1,161,1594,338,2017-02-20,2017-02-20,2017-02-21,21
1105,104980,"No Show",1,161,1405,297,2017-02-28,2017-02-28,2017-03-01,21
1106,104980,Stayed,1,161,1463,309,2017-02-28,2017-02-28,2017-03-01,21
1107,45386,Cancelled,1,161,1977,418,2017-02-09,2017-02-09,2017-02-10,21
1108,117378,Stayed,1,248,2274,481,2017-02-02,2017-02-13,2017-02-14,21
1109,172653,"No Show",2,760,8447,1788,2017-02-15,2017-03-09,2017-03-10,21
1110,138286,Stayed,1,355,3054,646,2017-02-25,2017-02-25,2017-02-26,21
1111,56000,Stayed,1,597,7734,1636,2017-02-25,2017-02-26,2017-03-01,21
1112,72648,Stayed,1,597,2555,540,2017-02-27,2017-02-28,2017-03-01,21
1113,85555,Stayed,1,597,11710,2576,2017-02-18,2017-02-23,2017-02-27,22
1114,50501,Stayed,1,597,5145,1089,2017-02-14,2017-02-15,2017-02-17,21
1115,43620,Stayed,1,597,5717,1451,2017-02-02,2017-02-13,2017-02-15,25
1116,129331,Stayed,1,597,7960,1684,2017-02-06,2017-02-09,2017-02-12,21
1117,106210,Cancelled,1,154,4287,943,2017-02-25,2017-03-05,2017-03-07,22
1118,26389,Stayed,1,154,2924,618,2017-02-25,2017-02-25,2017-02-26,21
1119,26389,Stayed,1,154,2469,523,2017-02-12,2017-02-13,2017-02-14,21
1120,147455,Stayed,1,154,3249,688,2017-02-12,2017-02-12,2017-02-13,21
1121,164571,Cancelled,2,154,20787,5277,2017-02-11,2017-02-16,2017-02-21,25
1122,26389,Stayed,1,154,2534,536,2017-02-01,2017-02-01,2017-02-02,21
1123,195339,Stayed,1,154,1819,385,2017-02-03,2017-02-03,2017-02-04,21
1124,30990,Cancelled,1,84,1884,398,2017-02-27,2017-02-28,2017-03-01,21
1125,24587,Stayed,1,84,1754,371,2017-02-23,2017-02-23,2017-02-24,21
1126,129675,Stayed,1,84,1884,398,2017-02-08,2017-02-08,2017-02-09,21
1127,61353,Stayed,1,894,2924,618,2017-02-27,2017-03-04,2017-03-05,21
1128,47695,Stayed,1,894,2469,523,2017-02-16,2017-02-16,2017-02-17,21
1129,196554,Stayed,1,894,2859,629,2017-02-04,2017-02-05,2017-02-06,22
1130,16603,Cancelled,1,894,3314,842,2017-02-01,2017-02-01,2017-02-02,25
1131,196829,Stayed,1,612,8769,1855,2017-02-25,2017-02-26,2017-03-03,21
1132,72648,Cancelled,1,612,1949,413,2017-02-13,2017-02-14,2017-02-15,21
1133,72648,Stayed,1,612,2209,468,2017-02-01,2017-02-01,2017-02-02,21
1134,172023,Cancelled,1,251,5067,1073,2017-02-16,2017-02-17,2017-02-19,21
1135,133399,Stayed,1,975,8835,0,2017-02-02,2017-05-03,2017-05-07,0
1136,68720,Stayed,1,756,2339,495,2017-02-19,2017-02-19,2017-02-20,21
1137,86187,Stayed,1,756,2469,627,2017-02-05,2017-02-05,2017-02-06,25
1138,77179,Stayed,1,106,5587,1183,2017-02-22,2017-02-23,2017-02-25,21
1139,77179,Stayed,1,106,18127,3835,2017-02-17,2017-02-17,2017-02-23,21
1140,77179,Stayed,1,106,29692,6281,2017-02-08,2017-02-09,2017-02-19,21
1141,77179,Stayed,1,106,3184,673,2017-02-17,2017-02-17,2017-02-18,21
1142,77179,Stayed,1,106,14684,3106,2017-02-11,2017-02-12,2017-02-17,21
1143,77179,Stayed,1,106,5587,1183,2017-02-15,2017-02-15,2017-02-17,21
1144,77179,Stayed,1,106,5847,1238,2017-02-13,2017-02-13,2017-02-15,21
1145,30963,Stayed,1,106,3054,646,2017-02-13,2017-02-13,2017-02-14,21
1146,30963,Stayed,1,106,2599,550,2017-02-12,2017-02-12,2017-02-13,21
1147,47342,Stayed,1,106,6755,1429,2017-02-07,2017-02-07,2017-02-10,21
1148,22852,Cancelled,1,874,2534,558,2017-02-03,2017-02-03,2017-02-04,22
1149,106508,Cancelled,1,244,3119,660,2017-02-25,2017-02-25,2017-02-26,21
1150,9197,Cancelled,1,244,5847,1238,2017-02-07,2017-03-03,2017-03-05,21
1151,60635,Stayed,1,244,2209,561,2017-02-20,2017-03-04,2017-03-05,25
1152,190136,Cancelled,1,244,2079,440,2017-02-07,2017-02-17,2017-02-18,21
1153,124084,Cancelled,1,408,2989,759,2017-02-04,2017-02-04,2017-02-05,25
1154,52617,Stayed,1,554,5327,1128,2017-02-03,2017-02-03,2017-02-05,21
1155,172023,Stayed,1,757,5840,1235,2017-02-17,2017-02-17,2017-02-19,21
1156,77745,Cancelled,1,757,9204,1947,2017-02-21,2017-03-04,2017-03-07,21
1157,172114,Stayed,1,691,1580,334,2017-02-28,2017-02-28,2017-03-01,21
1158,172114,Stayed,1,691,1595,338,2017-02-27,2017-02-27,2017-02-28,21
1159,172114,Stayed,1,691,1516,321,2017-02-26,2017-02-26,2017-02-27,21
1160,172114,Stayed,1,691,1888,399,2017-02-24,2017-02-25,2017-02-26,21
1161,181599,Stayed,1,691,5690,1252,2017-02-19,2017-02-20,2017-02-23,22
1162,137492,Stayed,1,691,1953,414,2017-02-15,2017-02-15,2017-02-16,21
1163,69522,Stayed,1,691,1936,409,2017-02-07,2017-02-07,2017-02-08,21
1164,93351,Stayed,1,691,2687,569,2017-02-04,2017-02-04,2017-02-05,21
1165,140961,Cancelled,1,691,1905,403,2017-02-01,2017-03-01,2017-03-02,21
1166,94520,Stayed,1,691,4441,977,2017-02-10,2017-02-11,2017-02-13,22
1167,137492,Stayed,1,820,2274,481,2017-02-28,2017-02-28,2017-03-01,21
1168,9065,Stayed,1,820,7149,1573,2017-02-21,2017-02-21,2017-02-24,22
1169,137492,Stayed,1,820,2209,468,2017-02-20,2017-02-20,2017-02-21,21
1170,137492,Stayed,1,820,2274,481,2017-02-10,2017-02-10,2017-02-11,21
1171,137492,Stayed,1,820,2339,495,2017-02-17,2017-02-17,2017-02-18,21
1172,137492,Stayed,1,820,2339,495,2017-02-13,2017-02-13,2017-02-14,21
1173,170174,Stayed,1,978,3769,798,2017-02-17,2017-02-17,2017-02-18,21
1174,170174,Stayed,1,978,3704,783,2017-02-18,2017-02-18,2017-02-19,21
1175,170174,Cancelled,1,978,3834,811,2017-02-16,2017-02-16,2017-02-17,21
1176,113815,Stayed,1,633,3574,756,2017-02-18,2017-02-18,2017-02-19,21
1177,113815,Stayed,1,633,3574,756,2017-02-16,2017-02-17,2017-02-18,21
1178,98785,Stayed,1,888,2924,618,2017-02-14,2017-02-14,2017-02-15,21
1179,120340,Cancelled,1,888,2600,572,2017-02-20,2017-02-20,2017-02-21,22
1180,154316,Cancelled,1,699,4354,921,2017-02-05,2017-02-05,2017-02-06,21
1181,154660,Cancelled,2,627,3682,0,2017-02-11,2017-05-04,2017-05-05,0
1182,16954,Stayed,1,627,6513,1378,2017-02-06,2017-02-07,2017-02-10,21
1183,137492,Cancelled,1,635,2079,440,2017-02-06,2017-02-06,2017-02-07,21
1184,172653,Stayed,1,359,4417,935,2017-02-16,2017-02-20,2017-02-22,21
1185,47342,Stayed,1,359,4937,1045,2017-02-08,2017-02-13,2017-02-15,21
1186,166884,Cancelled,1,842,2648,583,2017-02-02,2017-02-04,2017-02-05,22
1187,133948,Stayed,1,780,1949,413,2017-02-11,2017-02-14,2017-02-15,21
1188,146718,Stayed,1,299,2859,605,2017-02-22,2017-02-22,2017-02-23,21
1189,171586,Stayed,1,299,10460,2213,2017-02-18,2017-02-20,2017-02-23,21
1190,189926,Cancelled,1,299,3444,728,2017-02-14,2017-02-14,2017-02-15,21
1191,189926,Stayed,1,299,3444,728,2017-02-14,2017-02-14,2017-02-15,21
1192,172055,Stayed,1,299,2794,591,2017-02-10,2017-02-10,2017-02-11,21
1193,188854,Cancelled,1,299,2989,633,2017-02-10,2017-02-10,2017-02-11,21
1194,46434,Stayed,1,299,7602,1929,2017-02-03,2017-02-04,2017-02-06,25
1195,119565,Stayed,1,299,3314,701,2017-02-04,2017-02-05,2017-02-06,21
1196,53008,Cancelled,1,299,3314,0,2017-02-04,2017-02-05,2017-02-06,0
1197,53008,Cancelled,1,299,3314,701,2017-02-12,2017-02-13,2017-02-14,21
1198,189735,Stayed,1,315,3679,779,2017-02-25,2017-03-25,2017-03-26,21
1199,111098,Cancelled,1,315,3487,738,2017-02-24,2017-02-26,2017-02-27,21
1200,180388,Cancelled,1,315,3189,674,2017-02-19,2017-02-26,2017-02-27,21
1201,133250,Stayed,1,315,3099,656,2017-02-18,2017-02-18,2017-02-19,21
1202,183032,Stayed,1,315,3189,810,2017-02-08,2017-02-11,2017-02-12,25
1203,59828,Stayed,1,315,3194,675,2017-02-15,2017-02-15,2017-02-16,21
1204,189735,Stayed,1,315,3822,809,2017-02-09,2017-02-10,2017-02-11,21
1205,188854,Cancelled,1,315,3212,680,2017-02-10,2017-02-10,2017-02-11,21
1206,188854,Cancelled,1,315,3189,674,2017-02-07,2017-02-08,2017-02-09,21
1207,134266,Cancelled,1,315,2773,586,2017-02-07,2017-02-07,2017-02-08,21
1208,70263,Stayed,1,315,3416,723,2017-02-04,2017-02-04,2017-02-05,21
1209,197333,Stayed,1,315,3696,782,2017-02-11,2017-02-11,2017-02-12,21
1210,189735,Stayed,1,315,3189,674,2017-02-08,2017-02-11,2017-02-12,21
1211,162892,Stayed,1,315,3416,723,2017-02-02,2017-02-02,2017-02-03,21
1212,65977,Stayed,1,309,3249,825,2017-02-14,2017-02-15,2017-02-16,25
1213,74427,Cancelled,1,309,5262,1157,2017-02-08,2017-02-13,2017-02-15,22
1214,119466,Cancelled,1,309,2599,550,2017-02-08,2017-02-09,2017-02-10,21
1215,8864,Cancelled,1,557,2664,563,2017-02-25,2017-02-25,2017-02-26,21
1216,156740,Stayed,1,557,2339,495,2017-02-19,2017-02-19,2017-02-20,21
1217,198706,Cancelled,1,557,2079,440,2017-02-19,2017-02-19,2017-02-20,21
1218,180388,Stayed,1,557,2989,658,2017-02-18,2017-02-18,2017-02-19,22
1219,162144,"No Show",1,557,3249,688,2017-02-11,2017-02-11,2017-02-12,21
1220,135454,Stayed,1,557,2209,468,2017-02-10,2017-02-10,2017-02-11,21
1221,93346,Stayed,1,132,3574,787,2017-02-28,2017-03-01,2017-03-02,22
1222,183794,Stayed,2,132,10137,2145,2017-02-25,2017-02-25,2017-02-26,21
1223,64673,Stayed,1,132,4224,893,2017-02-16,2017-02-25,2017-02-26,21
1224,34712,Stayed,1,132,4224,893,2017-02-10,2017-02-10,2017-02-11,21
1225,111950,Cancelled,1,883,3588,759,2017-02-20,2017-02-20,2017-02-21,21
1226,185319,Stayed,1,883,3588,759,2017-02-18,2017-02-18,2017-02-19,21
1227,76262,Stayed,1,883,3588,759,2017-02-19,2017-02-19,2017-02-20,21
1228,154668,Cancelled,1,883,3588,759,2017-02-12,2017-02-12,2017-02-13,21
1229,181737,Cancelled,1,883,4212,891,2017-02-12,2017-02-12,2017-02-13,21
1230,107041,Cancelled,1,883,3120,660,2017-02-10,2017-02-12,2017-02-13,21
1231,17980,Stayed,1,883,3588,759,2017-02-10,2017-02-11,2017-02-12,21
1232,196670,"No Show",1,883,3120,660,2017-02-10,2017-02-10,2017-02-11,21
1233,146846,Cancelled,1,883,4843,1230,2017-02-04,2017-02-04,2017-02-05,25
1234,188409,Cancelled,1,883,3588,759,2017-02-09,2017-02-09,2017-02-10,21
1235,199593,Stayed,1,266,4159,880,2017-02-10,2017-02-10,2017-02-11,21
1236,199593,Stayed,1,266,4094,866,2017-02-02,2017-02-02,2017-02-03,21
1237,41043,Cancelled,1,31,4224,1073,2017-02-17,2017-02-17,2017-02-18,25
1238,46976,Stayed,1,31,5134,1130,2017-02-11,2017-02-11,2017-02-12,22
1239,41043,"No Show",1,265,3964,872,2017-02-17,2017-02-17,2017-02-18,22
1240,17980,Cancelled,1,473,2794,591,2017-02-23,2017-02-24,2017-02-25,21
1241,112410,"No Show",1,473,2469,685,2017-02-18,2017-02-21,2017-02-22,28
1242,8760,Stayed,1,473,2729,578,2017-02-17,2017-02-18,2017-02-19,21
1243,9108,Cancelled,1,473,2469,543,2017-02-16,2017-02-17,2017-02-18,22
1244,79319,Cancelled,1,473,2339,495,2017-02-09,2017-02-09,2017-02-10,21
1245,168985,Cancelled,1,473,2209,486,2017-02-04,2017-02-05,2017-02-06,22
1246,91632,Stayed,2,473,4417,935,2017-02-03,2017-02-04,2017-02-05,21
1247,135886,Stayed,1,473,2209,486,2017-02-04,2017-02-04,2017-02-05,22
1248,74343,Cancelled,1,473,2404,508,2017-02-01,2017-02-01,2017-02-02,21
1249,129101,Cancelled,1,473,2144,545,2017-02-05,2017-02-06,2017-02-07,25
1250,197416,Cancelled,1,73,2469,523,2017-02-19,2017-05-10,2017-05-11,21
1251,109142,Stayed,1,73,2794,591,2017-02-07,2017-02-07,2017-02-08,21
1252,30922,Stayed,2,229,9617,2115,2017-02-15,2017-02-17,2017-02-18,22
1253,71982,Cancelled,1,229,2989,633,2017-02-08,2017-02-08,2017-02-09,21
1254,45602,Stayed,1,229,3834,811,2017-02-02,2017-02-02,2017-02-03,21
1255,194849,Stayed,1,428,9227,2030,2017-02-25,2017-02-26,2017-02-28,22
1256,187033,Stayed,1,143,8059,1705,2017-02-14,2017-02-14,2017-02-15,21
1257,147037,Stayed,1,143,16117,3410,2017-02-07,2017-02-08,2017-02-10,21
1258,23393,Cancelled,1,99,4679,990,2017-02-22,2017-02-22,2017-02-23,21
1259,43107,Cancelled,1,99,5134,1086,2017-02-05,2017-02-05,2017-02-06,21
1260,43107,Stayed,1,99,4549,963,2017-02-01,2017-02-01,2017-02-02,21
1261,191615,Cancelled,1,901,5264,1113,2017-02-14,2017-02-14,2017-02-15,21
1262,119953,Cancelled,1,357,7797,1650,2017-02-14,2017-02-15,2017-02-17,21
1263,31583,Stayed,1,328,3834,811,2017-02-23,2017-02-25,2017-02-26,21
1264,171359,Stayed,1,328,3704,783,2017-02-19,2017-02-20,2017-02-21,21
1265,51367,Stayed,1,328,5004,1101,2017-02-18,2017-02-18,2017-02-19,22
1266,40981,Stayed,1,817,5719,1210,2017-02-10,2017-02-10,2017-02-11,21
1267,18934,Cancelled,1,301,3054,672,2017-02-09,2017-04-03,2017-04-04,22
1268,134413,Stayed,1,301,3054,776,2017-02-24,2017-03-05,2017-03-06,25
1269,134413,Cancelled,1,301,3054,776,2017-02-23,2017-02-26,2017-02-27,25
1270,83516,Stayed,1,301,2664,563,2017-02-20,2017-02-23,2017-02-24,21
1271,74427,Cancelled,1,301,2469,543,2017-02-08,2017-02-15,2017-02-16,22
1272,55575,Stayed,1,301,3184,809,2017-02-19,2017-02-19,2017-02-20,25
1273,146873,"No Show",1,301,3119,686,2017-02-03,2017-02-03,2017-02-04,22
1274,27905,Stayed,1,301,2664,563,2017-02-04,2017-02-05,2017-02-06,21
1275,92694,Stayed,1,301,2859,605,2017-02-04,2017-02-04,2017-02-05,21
1276,27492,Stayed,1,296,2794,591,2017-02-28,2017-02-28,2017-03-01,21
1277,130908,Stayed,1,421,6041,1278,2017-02-14,2017-02-15,2017-02-18,21
1278,130908,Stayed,1,421,8185,1731,2017-02-11,2017-02-11,2017-02-15,21
1279,122111,Stayed,1,421,6172,1306,2017-02-05,2017-02-11,2017-02-13,21
1280,122111,Cancelled,2,421,5197,1100,2017-02-04,2017-02-11,2017-02-12,21
1281,130908,Stayed,1,421,3897,825,2017-02-08,2017-02-08,2017-02-10,21
1282,142920,Cancelled,1,456,5457,1385,2017-02-21,2017-02-22,2017-02-24,25
1283,128226,Stayed,1,456,2534,536,2017-02-09,2017-02-13,2017-02-14,21
1284,45412,"No Show",1,331,2534,536,2017-02-12,2017-02-12,2017-02-13,21
1285,19783,Stayed,1,331,2794,591,2017-02-09,2017-02-09,2017-02-10,21
1286,45412,Stayed,1,331,2274,481,2017-02-01,2017-02-01,2017-02-02,21
1287,90625,Stayed,1,331,2404,529,2017-02-01,2017-02-01,2017-02-02,22
1288,96030,Stayed,1,308,4612,976,2017-02-08,2017-02-08,2017-02-10,21
1289,195179,Cancelled,1,45,6367,1348,2017-02-03,2017-03-04,2017-03-06,21
1290,69807,Stayed,2,93,4027,853,2017-02-07,2017-02-07,2017-02-08,21
1291,160056,Stayed,1,81,2729,578,2017-02-01,2017-02-02,2017-02-03,21
1292,158191,Stayed,1,205,2599,550,2017-02-26,2017-02-26,2017-02-27,21
1293,134107,Stayed,1,205,3054,646,2017-02-21,2017-02-22,2017-02-23,21
1294,2029,Stayed,1,205,3119,660,2017-02-18,2017-02-18,2017-02-19,21
1295,191653,Stayed,1,205,3379,858,2017-02-02,2017-02-11,2017-02-12,25
1296,132914,Stayed,1,205,8966,1972,2017-02-02,2017-02-02,2017-02-05,22
1297,33086,Stayed,1,302,2794,591,2017-02-16,2017-02-16,2017-02-17,21
1298,79346,Stayed,1,683,4874,1031,2017-02-05,2017-02-05,2017-02-06,21
1299,36096,Stayed,1,668,10721,2268,2017-02-14,2017-03-19,2017-03-22,21
1300,186656,Stayed,1,668,5847,1238,2017-02-27,2017-03-01,2017-03-03,21
